Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
API Pokedex,,,,30-05-2024 23:38:04,30-05-2024 23:38:14,10.208s,PASSED
,,,,,,,
Test Cases/API/getAbilityById,,,,30-05-2024 23:38:04,30-05-2024 23:38:06,1.730s,PASSED
"response = sendRequest(findTestObject(""REST/getAbility"", [""id"":""1""]))",,,,30-05-2024 23:38:04,30-05-2024 23:38:06,1.463s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.017s,PASSED
,,,,,,,
Test Cases/API/getAbilityByName,,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.281s,PASSED
"response = sendRequest(findTestObject(""REST/getAbility"", [""id"":""stench""]))",,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.184s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.003s,PASSED
,,,,,,,
Test Cases/API/getAllPokemon,,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.248s,PASSED
"response = sendRequest(findTestObject(""REST/getAllPokemon"", [""limit"":""100""]))",,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.203s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:06,30-05-2024 23:38:06,0.004s,PASSED
,,,,,,,
Test Cases/API/getAllPokemonLimit100,,,,30-05-2024 23:38:06,30-05-2024 23:38:07,0.226s,PASSED
"response = sendRequest(findTestObject(""REST/getAllPokemon"", [""limit"":""10""]))",,,,30-05-2024 23:38:06,30-05-2024 23:38:07,0.175s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.001s,PASSED
,,,,,,,
Test Cases/API/getBerryById,,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.201s,PASSED
"response = sendRequest(findTestObject(""REST/getBerry"", [""id"":""5""]))",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.159s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.001s,PASSED
,,,,,,,
Test Cases/API/getBerryByName,,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.205s,PASSED
"response = sendRequest(findTestObject(""REST/getBerry"", [""id"":""cheri""]))",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.161s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.004s,PASSED
,,,,,,,
Test Cases/API/getBerryFlavorById,,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.239s,PASSED
"response = sendRequest(findTestObject(""REST/getBerryFlavor"", [""id"":""1""]))",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.196s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.002s,PASSED
,,,,,,,
Test Cases/API/getBerryFlavorByName,,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.223s,PASSED
"response = sendRequest(findTestObject(""REST/getBerryFlavor"", [""id"":""spicy""]))",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.192s,PASSED
"verifyResponseStatusCode(response, 200)",,,,30-05-2024 23:38:07,30-05-2024 23:38:07,0.002s,PASSED
,,,,,,,
