Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:51,25-05-2024 11:43:51,0.001s,PASSED
,,,,,,,
Test Cases/API/getGenderByName,,,,25-05-2024 11:43:51,25-05-2024 11:43:52,0.171s,PASSED
"response = sendRequest(findTestObject(""REST/getGender"", [""id"":""male""]))",,,,25-05-2024 11:43:51,25-05-2024 11:43:52,0.139s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.002s,PASSED
,,,,,,,
Test Cases/API/getGenerationById,,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.170s,PASSED
"response = sendRequest(findTestObject(""REST/getGeneration"", [""id"":""1""]))",,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.135s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.002s,PASSED
,,,,,,,
Test Cases/API/getGenerationByName,,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.419s,PASSED
"response = sendRequest(findTestObject(""REST/getGeneration"", [""id"":""generation-i""]))",,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.386s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:52,25-05-2024 11:43:52,0.001s,PASSED
,,,,,,,
Test Cases/API/getItemById,,,,25-05-2024 11:43:52,25-05-2024 11:43:53,1.125s,PASSED
"response = sendRequest(findTestObject(""REST/getItem"", [""id"":""2""]))",,,,25-05-2024 11:43:52,25-05-2024 11:43:53,1.081s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:53,25-05-2024 11:43:53,0.001s,PASSED
,,,,,,,
Test Cases/API/getItemByName,,,,25-05-2024 11:43:53,25-05-2024 11:43:54,1.127s,PASSED
"response = sendRequest(findTestObject(""REST/getItem"", [""id"":""safari-ball""]))",,,,25-05-2024 11:43:53,25-05-2024 11:43:54,1.094s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:54,25-05-2024 11:43:54,0.002s,PASSED
,,,,,,,
Test Cases/API/getLocationAreaById,,,,25-05-2024 11:43:54,25-05-2024 11:43:55,0.185s,PASSED
